alert_text,mdc_source,physioid,mdc_alert,alert_code,alert_kind,severity,source_label,source_description
** <mean Pressure Label> Low,NOM_PRESS_BLD_ART_BRACHIAL_MEAN,192707,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,BAPm ,Brachial Arterial Pressure (mean) 
*** <mean Pressure Label> High,NOM_PRESS_BLD_ART_BRACHIAL_MEAN,192707,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,BAPm ,Brachial Arterial Pressure (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_BLD_ART_BRACHIAL_MEAN,192707,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,BAPm ,Brachial Arterial Pressure (mean) 
** <mean Pressure Label> High,NOM_PRESS_BLD_ART_FEMORAL_MEAN,192703,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,FAPm ,Femoral Arterial Pressure (mean) 
** <mean Pressure Label> Low,NOM_PRESS_BLD_ART_FEMORAL_MEAN,192703,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,FAPm ,Femoral Arterial Pressure (mean) 
*** <mean Pressure Label> High,NOM_PRESS_BLD_ART_FEMORAL_MEAN,192703,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,FAPm ,Femoral Arterial Pressure (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_BLD_ART_FEMORAL_MEAN,192703,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,FAPm ,Femoral Arterial Pressure (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_ART_MEAN,150035,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ARTm ,ART (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_MEAN,150035,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ARTm ,ART (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_ART_MEAN,150035,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ARTm ,ART (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_MEAN,150035,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ARTm ,ART (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_ART_PULM_MEAN,150047,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,PAPm ,PAP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_PULM_MEAN,150047,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,PAPm ,PAP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_ART_PULM_MEAN,150047,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,PAPm ,PAP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_PULM_MEAN,150047,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,PAPm ,PAP (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_ART_UMB_MEAN,150059,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,UAPm ,UAP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_UMB_MEAN,150059,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,UAPm ,UAP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_ART_UMB_MEAN,150059,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,UAPm ,UAP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_UMB_MEAN,150059,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,UAPm ,UAP (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_ATR_LEFT_MEAN,150067,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,LAPm ,LAP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_ATR_LEFT_MEAN,150067,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,LAPm ,LAP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_ATR_LEFT_MEAN,150067,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,LAPm ,LAP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_ATR_LEFT_MEAN,150067,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,LAPm ,LAP (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_ATR_RIGHT_MEAN,150071,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,RAPm ,RAP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_ATR_RIGHT_MEAN,150071,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,RAPm ,RAP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_ATR_RIGHT_MEAN,150071,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,RAPm ,RAP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_ATR_RIGHT_MEAN,150071,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,RAPm ,RAP (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_MEAN,150019,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Pm ,Non-specific Invasive Pressure (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_MEAN,150019,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Pm ,Non-specific Invasive Pressure (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_MEAN,150019,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,Pm ,Non-specific Invasive Pressure (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_MEAN,150019,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,Pm ,Non-specific Invasive Pressure (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_VEN_CENT_MEAN,150087,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,CVPm ,CVP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_VEN_CENT_MEAN,150087,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,CVPm ,CVP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_VEN_CENT_MEAN,150087,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,CVPm ,CVP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_VEN_CENT_MEAN,150087,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,CVPm ,CVP (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_VEN_UMB_MEAN,150091,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,UVPm ,UVP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_VEN_UMB_MEAN,150091,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,UVPm ,UVP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_VEN_UMB_MEAN,150091,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,UVPm ,UVP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_VEN_UMB_MEAN,150091,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,UVPm ,UVP (mean) 
** <mean Pressure Label> High,NOM_PRESS_GEN_1_MEAN,192679,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P1m ,Generic invasive pressure P1 (mean) 
** <mean Pressure Label> Low,NOM_PRESS_GEN_1_MEAN,192679,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P1m ,Generic invasive pressure P1 (mean) 
*** <mean Pressure Label> High,NOM_PRESS_GEN_1_MEAN,192679,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P1m ,Generic invasive pressure P1 (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_GEN_1_MEAN,192679,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P1m ,Generic invasive pressure P1 (mean) 
** <mean Pressure Label> High,NOM_PRESS_GEN_2_MEAN,192683,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P2m ,Generic invasive pressure P2 (mean) 
** <mean Pressure Label> Low,NOM_PRESS_GEN_2_MEAN,192683,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P2m ,Generic invasive pressure P2 (mean) 
*** <mean Pressure Label> High,NOM_PRESS_GEN_2_MEAN,192683,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P2m ,Generic invasive pressure P2 (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_GEN_2_MEAN,192683,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P2m ,Generic invasive pressure P2 (mean) 
** <mean Pressure Label> High,NOM_PRESS_GEN_3_MEAN,192687,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P3m ,Generic invasive pressure P3 (mean) 
** <mean Pressure Label> Low,NOM_PRESS_GEN_3_MEAN,192687,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P3m ,Generic invasive pressure P3 (mean) 
*** <mean Pressure Label> High,NOM_PRESS_GEN_3_MEAN,192687,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P3m ,Generic invasive pressure P3 (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_GEN_3_MEAN,192687,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P3m ,Generic invasive pressure P3 (mean) 
** <mean Pressure Label> High,NOM_PRESS_GEN_4_MEAN,192691,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P4m ,Generic invasive pressure P4 (mean) 
** <mean Pressure Label> Low,NOM_PRESS_GEN_4_MEAN,192691,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P4m ,Generic invasive pressure P4 (mean) 
*** <mean Pressure Label> High,NOM_PRESS_GEN_4_MEAN,192691,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P4m ,Generic invasive pressure P4 (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_GEN_4_MEAN,192691,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P4m ,Generic invasive pressure P4 (mean) 
** <mean Pressure Label> High,NOM_PRESS_INTRA_CRAN_1_MEAN,192695,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,IC1m ,Intracranial Pressure Label IC1 (mean) 
** <mean Pressure Label> Low,NOM_PRESS_INTRA_CRAN_1_MEAN,192695,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,IC1m ,Intracranial Pressure Label IC1 (mean) 
*** <mean Pressure Label> High,NOM_PRESS_INTRA_CRAN_1_MEAN,192695,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,IC1m ,Intracranial Pressure Label IC1 (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_INTRA_CRAN_1_MEAN,192695,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,IC1m ,Intracranial Pressure Label IC1 (mean) 
** <mean Pressure Label> High,NOM_PRESS_INTRA_CRAN_2_MEAN,192699,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,IC2m ,Intracranial Pressure Label IC2 (mean) 
** <mean Pressure Label> Low,NOM_PRESS_INTRA_CRAN_2_MEAN,192699,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,IC2m ,Intracranial Pressure Label IC2 (mean) 
*** <mean Pressure Label> High,NOM_PRESS_INTRA_CRAN_2_MEAN,192699,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,IC2m ,Intracranial Pressure Label IC2 (mean) 
*** <mean Pressure Label> Low,NOM_PRESS_INTRA_CRAN_2_MEAN,192699,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,IC2m ,Intracranial Pressure Label IC2 (mean) 
** <mean Pressure Label> High,MDC_PRESS_INTRA_CRAN_MEAN,153611,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ICPm ,ICP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_INTRA_CRAN_MEAN,153611,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ICPm ,ICP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_INTRA_CRAN_MEAN,153611,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ICPm ,ICP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_INTRA_CRAN_MEAN,153611,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ICPm ,ICP (mean) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_AORT_SYS,150029,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,AoS ,Ao (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_AORT_SYS,150029,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,AoS ,Ao (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_AORT_SYS,150029,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,AoS ,Ao (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_AORT_SYS,150029,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,AoS ,Ao (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_ABP_SYS,150037,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ABPs ,ABP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_ABP_SYS,150037,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ABPs ,ABP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_ABP_SYS,150037,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ABPs ,ABP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_ABP_SYS,150037,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ABPs ,ABP (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_BLD_ART_BRACHIAL_SYS,192705,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,BAPs ,Brachial Arterial Pressure (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_BLD_ART_BRACHIAL_SYS,192705,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,BAPs ,Brachial Arterial Pressure (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_BLD_ART_BRACHIAL_SYS,192705,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,BAPs ,Brachial Arterial Pressure (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_BLD_ART_BRACHIAL_SYS,192705,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,BAPs ,Brachial Arterial Pressure (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_BLD_ART_FEMORAL_SYS,192701,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,FAPs ,Femoral Arterial Pressure (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_BLD_ART_FEMORAL_SYS,192701,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,FAPs ,Femoral Arterial Pressure (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_BLD_ART_FEMORAL_SYS,192701,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,FAPs ,Femoral Arterial Pressure (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_BLD_ART_FEMORAL_SYS,192701,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,FAPs ,Femoral Arterial Pressure (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_PULM_SYS,150045,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,PAPs ,PAP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_PULM_SYS,150045,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,PAPs ,PAP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_PULM_SYS,150045,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,PAPs ,PAP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_PULM_SYS,150045,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,PAPs ,PAP (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_SYS,150033,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ARTs ,ART (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_SYS,150033,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ARTs ,ART (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_SYS,150033,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ARTs ,ART (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_SYS,150033,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ARTs ,ART (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_UMB_SYS,150057,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,UAPs ,UAP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_UMB_SYS,150057,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,UAPs ,UAP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_ART_UMB_SYS,150057,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,UAPs ,UAP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_ART_UMB_SYS,150057,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,UAPs ,UAP (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_ATR_LEFT_SYS,150065,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,LAPs ,LAP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_ATR_LEFT_SYS,150065,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,LAPs ,LAP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_ATR_LEFT_SYS,150065,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,LAPs ,LAP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_ATR_LEFT_SYS,150065,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,LAPs ,LAP (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_ATR_RIGHT_SYS,150069,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,RAPs ,RAP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_ATR_RIGHT_SYS,150069,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,RAPs ,RAP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_ATR_RIGHT_SYS,150069,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,RAPs ,RAP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_ATR_RIGHT_SYS,150069,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,RAPs ,RAP (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_SYS,150017,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Ps ,Non-specific Invasive Pressure (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_SYS,150017,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Ps ,Non-specific Invasive Pressure (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_SYS,150017,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,Ps ,Non-specific Invasive Pressure (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_SYS,150017,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,Ps ,Non-specific Invasive Pressure (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_VEN_CENT_SYS,150085,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,CVPs ,CVP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_VEN_CENT_SYS,150085,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,CVPs ,CVP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_VEN_CENT_SYS,150085,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,CVPs ,CVP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_VEN_CENT_SYS,150085,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,CVPs ,CVP (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_BLD_VEN_UMB_SYS,150089,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,UVPs ,UVP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_BLD_VEN_UMB_SYS,150089,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,UVPs ,UVP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_BLD_VEN_UMB_SYS,150089,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,UVPs ,UVP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_BLD_VEN_UMB_SYS,150089,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,UVPs ,UVP (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_GEN_1_SYS,192677,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P1s ,Generic invasive pressure P1 (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_GEN_1_SYS,192677,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P1s ,Generic invasive pressure P1 (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_GEN_1_SYS,192677,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P1s ,Generic invasive pressure P1 (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_GEN_1_SYS,192677,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P1s ,Generic invasive pressure P1 (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_GEN_2_SYS,192681,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P2s ,Generic invasive pressure P2 (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_GEN_2_SYS,192681,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P2s ,Generic invasive pressure P2 (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_GEN_2_SYS,192681,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P2s ,Generic invasive pressure P2 (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_GEN_2_SYS,192681,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P2s ,Generic invasive pressure P2 (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_GEN_3_SYS,192685,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P3s ,Generic invasive pressure P3 (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_GEN_3_SYS,192685,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P3s ,Generic invasive pressure P3 (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_GEN_3_SYS,192685,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P3s ,Generic invasive pressure P3 (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_GEN_3_SYS,192685,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P3s ,Generic invasive pressure P3 (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_GEN_4_SYS,192689,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P4s ,Generic invasive pressure P4 (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_GEN_4_SYS,192689,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P4s ,Generic invasive pressure P4 (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_GEN_4_SYS,192689,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P4s ,Generic invasive pressure P4 (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_GEN_4_SYS,192689,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P4s ,Generic invasive pressure P4 (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_1_SYS,192693,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,IC1s ,Intracranial Pressure Label IC1 (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_1_SYS,192693,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,IC1s ,Intracranial Pressure Label IC1 (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_1_SYS,192693,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,IC1s ,Intracranial Pressure Label IC1 (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_1_SYS,192693,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,IC1s ,Intracranial Pressure Label IC1 (systolic) 
** <systolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_2_SYS,192697,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,IC2s ,Intracranial Pressure Label IC2 (systolic) 
** <systolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_2_SYS,192697,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,IC2s ,Intracranial Pressure Label IC2 (systolic) 
*** <systolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_2_SYS,192697,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,IC2s ,Intracranial Pressure Label IC2 (systolic) 
*** <systolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_2_SYS,192697,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,IC2s ,Intracranial Pressure Label IC2 (systolic) 
** <systolic Pressure Label> High,MDC_PRESS_INTRA_CRAN_SYS,153609,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ICPs ,ICP (systolic) 
** <systolic Pressure Label> Low,MDC_PRESS_INTRA_CRAN_SYS,153609,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ICPs ,ICP (systolic) 
*** <systolic Pressure Label> High,MDC_PRESS_INTRA_CRAN_SYS,153609,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ICPs ,ICP (systolic) 
*** <systolic Pressure Label> Low,MDC_PRESS_INTRA_CRAN_SYS,153609,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ICPs ,ICP (systolic) 
** <pTemp Label> High,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,pTaxil ,Axillary temperature 
** <pTemp Label> Low,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,pTaxil ,Axillary temperature 
<pTemp Label> Check Probe,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_SENSOR_PROB,312,INOP,HARD_INOP,pTaxil ,Axillary temperature 
<pTemp Label> Equip Malf,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_MALF,70,INOP,HARD_INOP,pTaxil ,Axillary temperature 
<pTemp Label> Incompat.,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_INCOMPAT,600,INOP,HARD_INOP,pTaxil ,Axillary temperature 
<pTemp Label> Meas Failed,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_MSMT_FAIL,356,INOP,HARD_INOP,pTaxil ,Axillary temperature 
<pTemp Label> No Probe,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,pTaxil ,Axillary temperature 
<pTemp Label> Overrange,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,pTaxil ,Axillary temperature 
<pTemp Label> Probe Malf.,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_XDUCR_MALF,338,INOP,HARD_INOP,pTaxil ,Axillary temperature 
<pTemp Label> ReturnProbe,NOM_TEMP_AXIL_PRED,192792,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,SOFT_INOP,pTaxil ,Axillary temperature 
